Letter Date,Issue Date,Company,URL,Issuing Office,Snippet
10/06/2020,09/03/2020,Essential Pharmaceutical Corp,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/essential-pharmaceutical-corp-597677-09032020,Division of Human and Animal Food Operations West V,"… section 301(a) of the Act, 21 U.S.C. 331(a). Adulterated Dietary Supplements The inspection revealed serious … Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal … component that you use in the manufacture of a dietary supplement, as required by 21 CFR 111.70(b). Specifically, a. …"
09/08/2020,08/25/2020,Renewal Supplements LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/renewal-supplements-llc-608749-08252020,Center for Food Safety and Applied Nutrition (CFSAN),… opiate abuse” On your home page: “Opi-Cure is a unique supplement that contains root bark of the voacanga magnitola … (OWS).” “NO PRESCRIPTION REQUIRED Opi-Cure is considered a dietary supplement to help relieve the flu-like withdrawal symptoms …
09/08/2020,08/25/2020,Nutritional Supplements Corporation Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nutritional-supplements-corporation-inc-608903-08252020,Center for Food Safety and Applied Nutrition (CFSAN),"… on www.nutritionalsupplementscorp.com: “A nutritional supplement formulated especially for methadone patients.” … “Diabrex is a chelated nutritional supplement to assist everyone, including those with diabetes” … and Applied Nutrition (CFSAN) … New Drug/Misbranded … Dietary Supplements … Food & Beverages …"
09/08/2020,08/26/2020,"Hampshire Labs, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hampshire-labs-inc-606456-08262020,Division of Human and Animal Food Operations West I,"… all medical therapies” • “That’s exactly what the prostate supplement Antiiva does! It is the proven prostate protector … your compliance with the labeling regulations for dietary supplements, 21 CFR Part 101: 1. Your Hampshire Labs, … Worldwide Herbals brand Holy12 product label declares the dietary ingredient banaba. This botanical is not listed in …"
09/04/2020,08/10/2020,"Greater Peoria Physical Medicine & Rehabilitation, S.C. d.b.a. Joseph Health Group",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/greater-peoria-physical-medicine-rehabilitation-sc-dba-joseph-health-group-607197-08102020,Center for Food Safety and Applied Nutrition (CFSAN),… Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements … Drugs …
09/01/2020,08/14/2020,"Revival Products, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/revival-products-inc-606640-08142020,Office of Human and Animal Food Operations – East Division 3,"… NC from February 10-12, 2020.  Your firm distributes food, dietary supplement, and cosmetic products that are contract … violations and your corrective actions below. Adulterated Dietary Supplements Your dietary supplement products are …"
08/25/2020,08/06/2020,"Custom Nutraceuticals, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/custom-nutraceuticals-llc-606293-08062020,Division of Human and Animal Food Operations East I,"… the U.S. Food and Drug Administration (FDA) inspected your dietary supplement facility located at 69 Mall Drive, Commack, NY … Packaging, Labeling, or Holding Operations for Dietary Supplements, Title 21, Code of Federal Regulations, …"
08/11/2020,07/31/2020,"Davis Ventures, Inc dba The Green Herb and New Genesis Health",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/davis-ventures-inc-dba-green-herb-and-new-genesis-health-607264-07312020,Division of Human and Animal Food Operations West IV,"… Packaging, Labeling, or Holding Operations for Dietary Supplements, Title 21, Code of Federal Regulations … Part 111 (21 CFR Part 111). These violations cause your dietary supplement products to be adulterated within the meaning of …"
07/29/2020,07/23/2020,LES Labs,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/les-labs-593764-07232020,Center for Food Safety and Applied Nutrition (CFSAN),"… product, which contains N-acetyl-L-cysteine (NAC), as a dietary supplement. However, even if your product labeling did not … an unapproved new drug, your product could not be a dietary supplement, because it does not meet the definition …"
07/29/2020,07/23/2020,Happy Hour Vitamins,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/happy-hour-vitamins-593770-07232020,Center for Food Safety and Applied Nutrition (CFSAN),"… product, which contains N-acetyl-L-cysteine (NAC), as a dietary supplement. However, even if your product labeling did not … an unapproved new drug, your product could not be a dietary supplement, because it does not meet the definition …"
07/29/2020,07/23/2020,Double Wood LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/double-wood-llc-593766-07232020,Center for Food Safety and Applied Nutrition (CFSAN),… • “Dycetin is the most effective hangover preventing supplement currently available.” • “Not only does DHM … … Center for Food Safety and Applied Nutrition (CFSAN) … Dietary Supplement/Adulterated … Dietary Supplements …
07/29/2020,07/23/2020,"Ebnsol, Inc",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/ebnsol-inc-593771-07232020,Center for Food Safety and Applied Nutrition (CFSAN),… … Center for Food Safety and Applied Nutrition (CFSAN) … Dietary Supplement/Adulterated … Dietary Supplements …
07/29/2020,07/23/2020,"""Vita Heaven, LLC dba Hangover Heaven",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/vita-heaven-llc-dba-hangover-heaven-593765-07232020,Center for Food Safety and Applied Nutrition (CFSAN),"… there for the product Hangover Heaven Nightlife Prep Supplement. The claims on your website establish that the … product, which contains N-acetyl-L-cysteine (NAC), as a dietary supplement. However, even if your product labeling … an unapproved new drug, your product could not be a dietary supplement, because it does not meet the definition …"
07/29/2020,07/23/2020,"Purple Biosciences, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/purple-biosciences-llc-593772-07232020,Center for Food Safety and Applied Nutrition (CFSAN),"… Purple Tree product on the Journal page) • “Purple Tree – Supplement for Hangover Prevention” (Hangover Pills product … product, which contains N-acetyl-L-cysteine (NAC), as a dietary supplement. However, even if your product labeling … an unapproved new drug, your product could not be a dietary supplement, because it does not meet the definition …"
07/29/2020,07/23/2020,"Mind, Body & Coal LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/mind-body-coal-llc-593774-07232020,Center for Food Safety and Applied Nutrition (CFSAN),… … Center for Food Safety and Applied Nutrition (CFSAN) … Dietary Supplement/Adulterated … Dietary Supplements …
07/13/2020,07/13/2020,"Nature’s Supplements, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-supplements-inc-604686-07132020,Office of Regulatory Affairs,"… Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal … Part 111 (21 CFR Part 111). These violations cause the dietary supplement products manufactured at your facility to be …"
06/30/2020,06/18/2020,"Only Natural, Inc. dba Bio Nutrition, Inc.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/only-natural-inc-dba-bio-nutrition-inc-605076-06182020,Division of Human and Animal Food Operations East I,"… section 301(a) of the Act [21 U.S.C. § 331(a)]. Misbranded Dietary Supplements Even if your Oww-Gout and Bio Nutrition … misbranded drugs, your products would also be misbranded dietary supplements under section 403 of the Act [21 U.S.C. § … to list the name of the (b)(2)-dietary ingredient in the Supplement Facts label in accordance with 21 CFR …"
06/23/2020,06/17/2020,BHP Holdings Inc. dba BioPure Healing Products,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bhp-holdings-inc-dba-biopure-healing-products-597687-06172020,Division of Human and Animal Food Operations West VI,"… links on FDA's website at www.fda.gov . Adulterated Dietary Supplements: Based on our inspection, we have … Packaging, Labeling, or Holding Operations for Dietary Supplements regulation, Title 21, Code of Federal … 111 (21 CFR Part 111). These violations cause your dietary supplement products to be adulterated within the meaning of …"
06/16/2020,06/01/2020,Morningstar Minerals LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/morningstar-minerals-llc-599745-06012020,Division of Human and Animal Food Operations West IV,… 301(a) of the Act [21 U.S.C. § 331(a)]. Adulterated Dietary Supplements Your Silver Boost and (b)(4)  dietary supplement products are adulterated within the …
06/16/2020,05/21/2020,NutraCap Labs LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/nutracap-labs-llc-604298-05212020,Division of Human and Animal Food Operations East III,… violations and your corrective actions below. Adulterated Dietary Supplements Your dietary supplement products are adulterated under section 402(g)(1) …
06/02/2020,05/19/2020,Natural Solutions Foundation,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natural-solutions-foundation-605748-05192020,Center for Food Safety and Applied Nutrition (CFSAN),… Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements … Drugs …
06/02/2020,04/28/2020,The Dragontree Apothecary LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/dragontree-apothecary-llc-592743-04282020,Division of Human and Animal Food Operations West VI,"… below, in relation to each of the noted violations. Dietary Supplement Labeling Although you intend to market CBD … Relief, CBD Headache Relief, and CBD Sleep Support as dietary supplements, FDA has concluded that based on …"
06/02/2020,05/15/2020,LifeHealth Science,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lifehealth-science-599467-05152020,Division of Human and Animal Food Operations East V,… drug violates section 301(a) of the Act [21 USC § 331(a)]. Dietary Supplement CGMP Violations/Adulterated Dietary Supplements Even if your ORËÁ product did not have …
05/27/2020,05/26/2020,CBD Gaze,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/cbd-gaze-607299-05262020,Center for Drug Evaluation and Research | CDER,… Restorative Botanicals Ultra High Strength Hemp Oil Supplement and Serenity Hemp Liquid Dietary Supplement  (hereinafter referred to as “Amazon associate …
05/26/2020,04/20/2020,Humaworm,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/humaworm-593083-04202020,Office of Human and Animal Foods Operations East 5,"… section 301(a) of the Act [21 U.S.C. 331(a)]. Adulterated Dietary Supplements We note that your product Humaworm for … Formula Bulk (aka “Humaworm (Bulk)”) is not labeled as a dietary supplement, and therefore does not meet the definition of a …"
05/19/2020,04/16/2020,Lose Fat Gain Life M&B,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lose-fat-gain-life-mb-594850-04162020,Center for Food Safety and Applied Nutrition (CFSAN),"… links on the FDA’s home page at www.fda.gov. Adulterated Dietary Supplements: Unsafe Food Additive Your Skinny Pill … 201(s) of the Act [21 U.S.C § 321(s)] does not include dietary ingredients used in dietary supplements as defined in … or other botanical, dietary substance for use by man to supplement the diet by increasing the total dietary intake, …"
05/18/2020,05/11/2020,Center for New Medicine/Perfectly Healthy by Connealy MD,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/center-new-medicineperfectly-healthy-connealy-md-605804-05112020,Center for Food Safety and Applied Nutrition (CFSAN),… and combat viruses. Here are @connealymd’s immune-boosting supplement recommendations for the Coronavirus: Vitality … Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements …
05/15/2020,05/14/2020,benjaminmcevoy.com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/benjaminmcevoycom-607149-05142020,Center for Drug Evaluation and Research | CDER,"… commissions by promoting the sale of products including dietary supplements (hereinafter referred to as “Amazon … endlessly, and could be promising additions to your supplement stack if you’re worried about coronavirus” “NAC … still in regards to NAC and coronavirus, but seeing as the supplement has a wide range of immune-boosting properties, …"
05/12/2020,03/20/2020,"Images Unlimited Products, d.b.a. Cellect Products & Oglethorpe, Ltd.",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/images-unlimited-products-dba-cellect-products-oglethorpe-ltd-591119-03202020,Division of Human and Animal Food Operations East I,… Unflavored and Flavored Multi-Mineral and Vitamin Blend dietary supplements that you sell are sold in “kits.” These … section 301(a) of the Act [21 U.S.C. 331(a)]. Adulterated Dietary Supplement CGMP Violations Even if the above-mentioned …
05/08/2020,05/07/2020,WashingtonsLastFrontier.Com,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/washingtonslastfrontiercom-606273-05072020,Center for Drug Evaluation and Research | CDER,… the sale of products including essential oils and dietary supplements (hereinafter referred to as “Amazon …
05/07/2020,04/21/2020,"DrJockers.com, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/drjockerscom-llc-605729-04212020,Center for Food Safety and Applied Nutrition (CFSAN),"… C for Coronavirus … I also recommend taking a vitamin C supplement, such as Super C. Take 500 mg, 2 times daily for … “I recommend that you take a daily Vitamin D/K2 supplement for both prevention and treatment.” … Products Related to Coronavirus Disease 2019 (COVID-19) … Dietary Supplements …"
05/05/2020,04/24/2020,Hawaii Pharm LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/hawaii-pharm-llc-599389-04242020,Division of Human and Animal Food Operations West V,"… regulations through links on FDA’s website at www.fda.gov. Dietary Supplement Adulteration (CGMP) The inspection revealed the … Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal …"
05/05/2020,04/16/2020,"Global Vitality, Inc. dba Enzyme Process International",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/global-vitality-inc-dba-enzyme-process-international-585738-04162020,Division of Human and Animal Food Operations West IV,"… violates section 301(a) of the Act [21 U.S.C. § 331(a)]. Dietary Supplement CGMP Violations The dietary supplement products that you manufacture, package, …"
04/23/2020,04/20/2020,Homero Corp DBA Natures CBD Oil Distribution,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/homero-corp-dba-natures-cbd-oil-distribution-605222-04202020,Center for Drug Evaluation and Research | CDER,"… Dietary Supplement Labeling Information on your website at … and “Natures CBD 1000 mg” (all flavors) products as dietary supplements. However, your products cannot be dietary … because they do not meet the definition of a dietary supplement under section 201(ff) of the FD&C Act, 21 U.S.C. …"
04/21/2020,03/27/2020,Doctor's Signature Sales and Marketing International Corp. dba Life Force International,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/doctors-signature-sales-and-marketing-international-corp-dba-life-force-international-589559,Office of Human and Animal Foods Division 5 West,"… under section 502 of the Act [21 U.S.C. § 352]. Misbranded Dietary Supplements: In addition, your FlexeoPlus, … and Recharge +Recovery products are misbranded dietary supplements under Section 403 of the Act [21 U.S.C. § … Specifically: a. The ingredient list on the dietary supplement product does not list an ingredient present in the …"
04/07/2020,04/06/2020,Alternative Health Experts LLC DBA Immunization Alternatives,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/alternative-health-experts-llc-dba-immunization-alternatives-605884-04062020,Center for Drug Evaluation and Research | CDER,… observed that your website offers homeopathic drugs and dietary supplement products for sale in the United States and that …
03/31/2020,03/20/2020,Bulletproof 360 Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/bulletproof-360-inc-593246-03202020,Division of Human and Animal Food Operations West VI,"… Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal … Part 111 (21 CFR Part 111). These violations cause your dietary supplement products to be adulterated within the meaning of …"
03/17/2020,02/21/2020,Warner Herb Co.,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/warner-herb-co-586299-02212020,Office of Human and Animal Foods Operations-East,"… section 301(a) of the Act [21 USC § 331(a)]. Adulterated Dietary Supplements During the May 20-23, 2019 inspection of … Current Good Manufacturing Practice (CGMP) regulations for dietary supplements, Title 21, Code of Federal Regulations … 111 (21 CFR 111). These violations render your dietary supplement products adulterated under section 402(g)(1) of …"
03/11/2020,03/11/2020,Seven,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/seven-594867-03112020,,"… Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal … Part 111 (21 CFR Part 111). These violations cause the dietary supplement products manufactured at your facility to be …"
03/03/2020,02/21/2020,"Natures Rx, LLC",https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/natures-rx-llc-596516-02212020,Division of Pharmaceutical Quality Operations IV,"… often take nitrates. You market “Silver Bullet” as a dietary supplement. However, under section 201(ff)(3)(B)(i) of the FD&C Act [21 U.S.C. § 321(ff)(3)(B)(i)], a dietary supplement may not include an article that is …"
02/25/2020,02/12/2020,Market America Inc,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/market-america-inc-588959-02122020,Office of Human and Animal Foods - East 3,"… 28, 2019. Among other operations, your firm distributes dietary supplement products that are contract manufactured for you … Isotonix OPC-3, NutriClean 7-DayCleansing System, TLS Core dietary supplement products). Complainant reported inpatient …"
02/18/2020,02/05/2020,R-Garden LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/r-garden-llc-591065-02052020,Division of Human and Animal Food Operations West VI,"… Packaging, Labeling, or Holding Operations for Dietary Supplements regulation, Title 21, Code of Federal … Part 111 (21 CFR Part 111). These violations cause your dietary supplement products to be adulterated within the meaning of …"
02/04/2020,01/10/2020,Marco Pharma International LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/marco-pharma-international-llc-585324-01102020,Division of Human and Animal Food Operations West VI,"… the FDA's home page at  http://www.fda.gov . Adulterated Dietary Supplements The inspection of your facility revealed … Packaging, Labeling, or Holding Operations for Dietary Supplements, under Title 21, Code of Federal … 111 (21 CFR Part 111). These violations cause your dietary supplement products, including your Absinthium Herbal Liquid …"
01/28/2020,01/13/2020,Wave Miami LLC,https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/wave-miami-llc-590422-01132020,Division of Pharmaceutical Quality Operations I,"… More specifically, FDA has determined that the “Lipro Dietary Capsule” product you offer for sale is an unapproved … FDA confirmed through laboratory analysis that your “Lipro Dietary Capsule” contains undeclared tadalafil, which is a … market. You market “Lipro Dietary Capsule” as a dietary supplement. However, under section 201(ff)(3)(B)(i) of the …"
